SMILES,S1-CC2,S1-PBE0-def2SVP-eV,S1-PBE0-def2TZVP-eV,S1-CAM-def2TZVP-eV,ID
Nc1cncnc1,4.38886559117624,4.29776155521025,4.286638895869,4.49780261747688,943
Nc1ncccc1,4.73005816656365,4.86249604549665,4.77573712572298,4.8907028374720705,944
Nc1ncccn1,4.51823865023987,4.44276456974549,4.439060826227601,4.646702576462911,945
Nc1nccnc1,4.41815240357797,4.259148580029249,4.23860723915213,4.4168024460735795,946
Nc1ncncc1,4.85490297671969,4.74720406907355,4.78256500996006,4.99900284492212,947
NC1=[N]=CN=C[N]1,5.14289291323826,4.76105684807647,4.7877531352934,4.987502763476741,948
Oc1ccccc1,5.00976740225253,5.25699765632299,5.15924288232741,5.19850294457663,949
Oc1ccncc1,5.33590908073905,5.14105451112182,5.21453916623531,5.43780298063652,950
Oc1cnccc1,4.9337863733947795,4.82826601035258,4.849559746412051,5.02940287565694,951
Oc1cnccn1,4.777635392917221,4.30391976691794,4.29950771068408,4.473802435672869,952
Oc1cncnc1,4.9915330437826295,4.25617246932062,4.25757603328104,4.47010250175084,953
Oc1ncccc1,5.00149459272855,5.2406052374514,5.1474037468504905,5.18940290852305,954
O[C]1=N[CH]C=CN=1,4.53396438983596,4.43959743501588,4.44988796977571,4.65720263899504,955
Oc1nccnc1,4.77764029096904,4.30377908398511,4.29934825188594,4.473802435672869,956
Oc1ncncc1,5.422338742584819,4.80665117978491,4.8470739851134,5.0621028138352395,957
O[C]1=N[CH]N=CN=1,4.80606123665459,4.67465902356753,4.71747343875413,4.91540262434437,958
Cc1c(C)cc[nH]1,6.01469470765415,6.21693581152993,5.63907835196179,5.85550312545233,959
Cc1c(C)cco1,6.380100257985751,6.246861003352199,6.00568610190121,6.05080341778518,960
Cc1c(C)nc[nH]1,6.24633691180746,6.40808282803341,5.86576644881316,6.08840331258141,961
Cc1c(C)nco1,6.31267558142956,6.22418084651368,5.99294001049562,6.09130350348683,962
Cc1c(N)cc[nH]1,5.57148959066963,5.7872751683976595,5.266719744957711,5.4476028938723795,963
Cc1c(N)cco1,5.604737838537781,5.5684699417226,5.28197037352726,5.452103115039001,964
Cc1c(N)nco1,5.48799821568788,5.3501615951932795,5.191771660805999,5.39520299127404,965
Cc1c(N)[nH]cc1,6.05613113759539,6.2711444558198,5.59073566895435,5.8592033314883505,966
Cc1c(N)occ1,5.5427878233464005,5.6304365558673695,5.12234504162538,5.33510307910067,967
Cc1c(N)ocn1,6.382235536465281,6.19899751308115,6.07182966579248,6.16530354249738,968
Cc1c(O)cc[nH]1,5.7323089587596305,5.945378838867461,5.40723451134189,5.61090312520921,969
Cc1c(O)cco1,5.81525420096345,5.77127622635561,5.58016240775891,5.69450307367297,970
C[C]1C(=N[CH]N1)O,5.8927941708699105,5.85080970335281,5.54752342311437,5.7760031184759,971
C[C]1C(=[N]=CO1)O,5.63034621402269,5.61062556893941,5.44209068077695,5.59100315700652,972
Cc1c(O)[nH]cc1,5.37880349743871,5.36783648729974,4.9183542447939,5.1561029589968,973
Cc1c(O)[nH]cn1,5.59680136190544,5.60143355835721,5.14403932947813,5.32800308087359,974
Nc1c(N)cco1,5.68027151199597,5.54394730105779,5.37496206424188,5.57180306598611,975
Nc1c(N)nco1,5.686805513123851,5.60272038541592,5.4238277503381,5.57020303572491,976
Nc1c(O)cc[nH]1,5.61982846408121,5.90330484584765,5.30270409899531,5.4871029606607795,977
Nc1c(O)cco1,5.519407245097621,5.57012956494761,5.11343902284667,5.30880298985318,978
N[C]1C(=N[CH]N1)O,6.006095361342171,6.0477233595323705,5.63992272167276,5.8239033441356005,979
N[C]1C(=[N]=CO1)O,5.597296065139259,5.48983498512038,5.36623564069657,5.54680313738284,980
Nc1c(O)[nH]cc1,5.61844313175812,5.875070026131261,5.235015471868819,5.47660317024264,981
Nc1c(O)[nH]cn1,5.916053658393141,6.2198428052851,5.57185150227633,5.73740320476642,982
Nc1c(O)occ1,5.52618941418438,5.51167240493187,5.11896130415973,5.2965028932772,983
Oc1c(O)cc[nH]1,5.28162125127809,5.45434451797463,4.906311568052461,5.08750275000381,984
O[C]1C(=N[CH]N1)O,5.3787117950240795,5.55703652820477,5.03110522077838,5.14910282660405,985
Cc1c[nH]cc1C,6.20153905774775,6.38291201184442,5.85021241314476,6.02400345513806,986
Cc1c[nH]cc1N,5.46012911717405,5.7114876125868,5.18720368325587,5.361703037965141,987
Cc1c[nH]cc1O,5.6731794050746,5.7998947267979,5.32648686172131,5.59220317970242,988
Cc1cocc1C,6.64730095778231,6.5303686782274895,6.22223985742301,6.22580346223605,989
Cc1cocc1N,5.71447107037316,5.85418092357492,5.41832941505616,5.58550318904064,990
Nc1c[nH]cc1N,5.36210631089832,5.594371928202721,5.10770340416545,5.29830292732105,991
Nc1c[nH]cc1O,5.70409944564431,5.84971798202493,5.3575617351513305,5.62900305936805,992
Nc1cocc1N,5.78949779546798,5.97997840480995,5.40453949438493,5.6451032278143805,993
Oc1c[nH]cc1O,5.45305496977602,5.63103384607542,5.19140457903349,5.35680308134721,994
Cn1cccc1C,6.30325744412167,6.32035001228953,5.75686643001516,6.113503379133,995
Cn1cccc1N,5.72934046724272,5.968312605944661,5.34078563555384,5.57190320393443,996
Cn1cccc1O,5.53657029078889,5.6906572866523,5.1423304536209296,5.3334029108911505,997
Cn1ccnc1C,6.57234144484302,6.49544366395296,6.12627423291168,6.37390367820547,998
Cn1ccnc1O,6.3547035871850595,6.520258010815049,5.9326645847987,6.19880349580628,999
Cn1cncc1C,6.48139387442128,6.53333091112263,6.0464436074374,6.3569036287942104,1000
Cn1cncc1O,5.75470584493456,5.90747199949051,5.35884257570226,5.50250297981084,1001
Cn1cc[nH]c1=O,5.99829820707271,5.96128934386276,5.74796939099812,5.91370340986151,1002
Cn1ccoc1=O,6.22702879153302,6.15893934049926,5.96170948786332,6.10320332038352,1004
C#Cc1ccc[nH]1,5.64793756713422,5.399100752066801,5.23458934136048,5.27580290994391,1005
C#Cc1ccco1,5.665865525251379,5.28871607933936,5.12593776263535,5.176102793033819,1006
C#Cc1cnc[nH]1,5.9046743955593195,5.511433488848651,5.37012931977948,5.425203014443561,1007
C#Cc1cnco1,5.88448462595728,5.39495046949132,5.257138611369809,5.32560303548179,1008
C#Cc1ncc[nH]1,5.65295453276785,5.45371838368364,5.28610188023743,5.36180290379947,1009
C#Cc1ncco1,5.68019504796478,5.36374525346009,5.20333351212711,5.28710298760664,1010
N#Cc1ccc[nH]1,5.81628551298555,5.7056289983821005,5.55753721794637,5.589302988797,1011
N#Cc1ccco1,5.874225112192311,5.61066339278402,5.45134282855094,5.49180318561005,1012
N#Cc1cnc[nH]1,6.18529085929086,5.77708123410428,5.75425957799096,5.80480311894952,1013
N#Cc1cnco1,6.17269960074558,5.7522638939882995,5.6620880388422,5.72370308171189,1014
N#Cc1ncc[nH]1,5.77139105845939,5.70741651518241,5.547346276906881,5.61940314991484,1015
N#Cc1ncco1,5.79883184955296,5.62011309531475,5.4546092848869,5.54390321859141,1016
C#Cc1c[nH]cc1,6.08704981759515,5.83641813864969,5.65649310309381,5.69960303407355,1017
C#Cc1c[nH]cn1,6.26195271735159,5.87891989486178,5.70498517668176,5.74830327486385,1018
C#Cc1cocc1,6.20867089331166,5.8143692862679694,5.632627617714849,5.69000312462034,1019
C#Cc1cocn1,6.32718061766651,5.8366935180075705,5.6747631084964,5.74630323703735,1020
N#Cc1c[nH]cc1,6.16810223488453,6.03778357970565,5.8846228598642,6.015803300049409,1021
N#Cc1c[nH]cn1,6.545594544423951,6.3044947464342,6.13096928769514,6.18600352583067,1022
N#Cc1cocc1,6.25711942866121,5.98099801593048,5.8161753068196,5.93130319850673,1023
N#Cc1cocn1,6.65482871920167,6.27888011232752,6.10339325594854,6.16080332133076,1024
O=Cc1ccc[nH]1,4.13819363936026,3.9249621235423704,3.9275923773697103,4.0521022152040596,1025
O=Cc1ccco1,4.02887102753579,3.7440457767209203,3.76312722604169,3.9281023189869697,1026
O=Cc1cnc[nH]1,4.08394608276982,3.85826589613741,3.8642899556480304,3.9967022558659697,1027
O=Cc1cnco1,4.00090478432753,3.7005581515230603,3.72754070265747,3.90150208800851,1028
O=Cc1ncc[nH]1,4.03031268745481,3.7744694813728703,3.7711907799073603,3.88620220680677,1029
O=Cc1ncco1,3.90387274508939,3.5943493400861595,3.6003339430682297,3.7313021343412403,1030
O=Cc1c[nH]cc1,4.142011670753949,3.9690347938187305,3.9584558182295,4.06470218139702,1031
O=Cc1c[nH]cn1,4.12303770645923,3.88194035749539,3.8936537763089305,4.00910221827628,1032
O=Cc1cocc1,4.05501601180898,3.86050539427511,3.8493688571203704,3.9617021381302,1033
O=Cc1cocn1,4.07956259850491,3.80277994877848,3.83058918221451,3.95570229676469,1034
O=Cn1cccc1,5.46171009945595,4.79081605036484,4.65754985644628,5.03910292305847,1035
O=Cn1ccnc1,5.02917049030948,4.7768685756934,4.76170039766282,4.92640283239012,1036
C/N=c\1/[nH]cco1,5.68603760744407,5.5392944239427795,5.40422629118244,5.66170326966034,1037
CN=c1occo1,6.23562623304707,5.90011131606101,5.79491531289489,6.09720347901801,1038
CCc1ccc[nH]1,6.0083865611379705,6.08848195352452,5.57953028696014,5.836003164814939,1039
CCc1ccco1,6.47241057526941,6.26852073272822,6.01557309161387,6.0638033915434395,1040
CCc1cnco1,6.50463349762324,6.3675326733576,6.14453498643861,6.21850346022632,1041
CCc1ncc[nH]1,6.36193746549522,6.43559708990428,5.9396892074505505,6.1837033462732,1042
CCc1ncco1,6.63529909813937,6.43277635628394,6.24740060539437,6.32730361318999,1043
CNc1ccc[nH]1,5.88794455534013,5.95642367360757,5.52648792323141,5.74340331824592,1044
CNc1ccco1,5.56097374552608,5.65709910094954,5.24823476950302,5.41110288382373,1045
CNc1cnco1,5.64519084851916,5.59909773186705,5.37898227633014,5.51300304234297,1046
CNc1ncco1,6.13999013857763,6.048760385948261,5.8442846819866,5.97000325016453,1047
COc1ccc[nH]1,5.4674285749558,5.5990169140120205,5.10634664381131,5.407802957467,1048
COc1ccco1,6.05984386087495,6.036873630523091,5.82737878401588,5.86750335241133,1049
COc1cnc[nH]1,6.30231429703233,6.392474913794991,6.01307998323749,6.24750346448259,1050
COc1cnco1,6.06308718752176,6.011188518892999,5.81805697506045,5.912403249217291,1051
COc1ncc[nH]1,6.31978292673437,6.60891002761715,5.9938488712222195,6.1881034294915,1052
COc1ncco1,6.6427008707813595,6.50906596240635,6.32204228919334,6.37490342500473,1053
NCc1ncco1,6.71793440250858,6.0195288126865005,6.15311147517543,6.39200361236431,1054
OCc1ccc[nH]1,6.19906989540249,6.05279801333188,5.5939109671036595,5.91510316422607,1055
OCc1ccco1,6.4672978255113005,6.21588545152853,5.98079637946389,6.04270340064485,1056
OCc1cnc[nH]1,6.39661512815284,6.36771036379307,5.998312084886201,6.2041034599895095,1057
OCc1cnco1,6.5260121332475896,6.28919622580241,6.12763208172178,6.22340341684425,1058
OCc1ncc[nH]1,6.54264809414023,6.426661138586669,5.9611326062045205,6.32930365101649,1059
OCc1ncco1,6.70757964884711,6.26993926295809,6.24145001666105,6.37770347796183,1060
CCc1c[nH]cc1,6.25543150558124,6.42248119558628,5.90574325931204,6.0756033426058,1061
CCc1c[nH]cn1,6.48205810467087,6.61859157126736,6.18384620611795,6.358103651490111,1062
CCc1cocc1,6.549851767797501,6.4851403398356,6.21342418048898,6.22740349249725,1063
CCc1cocn1,6.50675462617529,6.4707319040651,6.22895889606409,6.31370362808378,1064
CNc1c[nH]cc1,5.56056856779497,5.72884821303481,5.30032038044291,5.55830321882822,1065
CNc1c[nH]cn1,5.57380419226857,5.602507864389731,5.37399361055147,5.62470311409807,1066
CNc1cocc1,5.63188120904028,5.5929112203044005,5.39438093491025,5.62700302154155,1067
CNc1cocn1,5.44580449251247,5.35250068705132,5.1878088647696305,5.47030291503217,1068
COc1c[nH]cc1,5.8439567846286495,6.05683264746161,5.57052549080306,5.78380326599925,1069
COC1=N[CH]N[CH]1,5.79821251811172,5.94812719016646,5.6404832764921595,5.85070330678272,1070
COc1cocc1,6.08761363778243,6.106395761714199,5.88811000064605,6.02830340040804,1071
COC1=[N]=CO[CH]1,5.63672728708819,5.68594263966156,5.5049340461975,5.667203237626221,1072
OCc1c[nH]cc1,6.34988036671231,6.49289776546252,5.98116699871827,6.15910342523523,1073
OCc1c[nH]cn1,6.50368735728001,6.61292316474167,6.212703622643461,6.40180352560017,1074
OCc1cocc1,6.560583399335121,6.44510339214493,6.18079063812424,6.204303463772161,1075
OCc1cocn1,6.49455902137147,6.41660244494632,6.20671711486346,6.30440358824755,1076
CCn1cccc1,6.51853743405628,6.43909538735972,6.06709134488461,6.22030349427017,1077
CCn1ccnc1,6.55553024254082,6.51520866361661,6.31878481261905,6.42100361662058,1078
C1Cc2cccn12,6.56666541912561,6.57763215715059,6.11405440996275,6.37410340987413,1079
C1Cc2cncn12,6.46369149880183,6.64327720821218,6.3815465438426,6.472403500305671,1080
C1Cc2nccn12,6.7177322218140105,6.74512403238938,6.43843170133811,6.60880363104706,1081
CC#CC(C)(C)C,7.404835284947451,6.697582180854511,6.630748263770609,6.64120369960838,1082
CC#CC(C)(C)O,7.13322933176678,6.49679470991331,6.38698719095866,6.433003571465591,1083
CC(C)(C)CC#C,7.316881240529701,6.73626699412887,6.59937624186351,6.54810370752574,1084
CC(C)(C)CC#N,8.54924550048317,7.749710378961531,7.64763878862859,7.63600428287215,1085
CC(C)(O)CC#C,7.254721425452031,6.71460182247305,6.57583185099275,6.52900375445365,1086
CC(C)(O)CC#N,7.317408869556309,7.37494029777807,7.157275228721111,7.34830414775293,1087
CC(C)(C)CC=O,4.3014726458058705,4.15333161273795,4.14804879173609,4.174502353273939,1088
CC(C)(C)NC=O,5.78347291961539,5.67361614802855,5.644170421056661,5.65380325630266,1089
CC(C)(C)OC=O,5.82546065250037,5.65271425611468,5.63043410684146,5.6280030404548,1090
CC(C)(O)CC=O,4.34642370004195,4.18152833649574,4.17832174523758,4.20850245209646,1091
CC(C)(C)CCO,7.19462559498851,7.55386177693883,7.174619774443711,7.1196040400594995,1092
CC(C)(O)CCO,7.2130588687851,7.5096903292840995,7.160893800560131,7.13420404407896,1093
CCCC(C)(C)C,8.86644170366243,9.009351345272599,8.45742988643333,8.80670479155172,1094
CCCC(C)(C)O,7.135370052526111,7.4585671855268405,7.08916373645416,7.219103881072949,1095
CCOC(C)(C)C,7.187934856202389,7.5621734987633795,7.1006104835575,7.503404224001111,1096
COCC(C)(C)C,7.3165868131925205,7.66891919110255,7.21570463310987,7.48510428605962,1097
COCC(C)(C)O,7.36792220586198,7.7048994634303005,7.321615751841709,7.4003040427859705,1098
CC(=O)C(C)(C)C,4.50810131565641,4.39899095274414,4.38634935311071,4.42530247077921,1099
CC(=O)C(C)(C)O,4.53941238402975,4.42305344865186,4.4241990485497595,4.46110260364558,1100
CC(C)(C)C(=O)N,5.78385850513922,5.72652354321824,5.67189802029569,5.70610329306667,1101
CC(C)(O)C(=O)N,5.75011201655538,5.67219027072095,5.6294316389023,5.65500327899856,1103
CC(C)C(C)(C)C,8.79158232867146,8.87304291694584,8.37085682051483,8.76130474923214,1104
CC(C)C(C)(C)O,7.22378913975277,7.52244784947727,7.184445810622611,7.296703988171201,1105
C[C@@H](O)C(C)(C)C,7.32889344050426,7.58993048631333,7.21483277988591,7.389404244802531,1106
C[C@@H](O)C(C)(C)O,7.32918133710568,7.592754485301549,7.23560188017266,7.37710414822655,1107
CC(=N)NC(=O)C,5.22474697834218,4.97109102451186,4.93860605638566,5.12480277518306,1108
CC(=N)NC(=O)N,5.93120931918018,5.62266008226115,5.58204189908784,5.76000308797789,1109
CC(=N)OC(=O)C,5.99477814049807,5.77020409723501,5.7656246908973,5.83700318372819,1110
CC(=N)OC(=O)N,6.7163419914391005,6.45434111787745,6.43810434820814,6.55140363388247,1111
CC(=O)CC(=O)C,4.37416381652452,4.21506012714147,4.20975009474061,4.30110229866548,1112
CC(=O)CC(=O)N,4.6487709149009,4.56109469886694,4.54152072322427,4.58250245068822,1113
CC(=O)NC(=O)C,4.85733213830842,4.60200622092147,4.55179982919652,4.72300252291694,1114
CC(=O)NC(=O)N,5.27999292116193,5.0693938360833,5.02320221416681,5.13750287932434,1116
NC(=O)CC(=O)N,5.8278372960890295,5.74386591202892,5.69558472678322,5.76140311445644,1118
NC(=O)NC(=O)N,6.10999664614387,5.90059894433109,5.82317598344033,5.95300320075327,1119
CC(C)CC(=O)C,4.61135115956605,4.48560157039326,4.47584410693984,4.5094025647565905,1120
CC(C)CC(=O)N,5.857320030563559,5.7957985949064295,5.74708257150471,5.77870330559867,1121
CC(C)NC(=O)C,5.9423050392364205,5.83599146391337,5.83292718827198,5.86830336754193,1122
CC(C)NC(=O)N,6.73223970707687,6.67122794092301,6.585443461347531,6.640403684477779,1123
CC(C)OC(=O)C,6.08017921146164,5.91161983304008,5.90624177214172,5.9339032476811795,1124
CC(C)OC(=O)N,7.20909852177464,7.09249822128762,7.02943308296522,7.04290381392618,1125
C[C@@H](O)CC(=O)C,4.5285506820049095,4.40279401786838,4.40292898640742,4.43980233685035,1127
C[C@@H](O)CC(=O)N,5.92197077710569,5.879495143836641,5.81417227573921,5.86630332971543,1128
CC(C)CC(C)C,8.96936092907422,9.029917448522811,8.49595415245359,8.85270484521925,1130
CC(C)C[C@@H](C)O,7.224135540862041,7.51852287728551,7.163799977973329,7.21320390554177,1131
CC(C)OC(C)C,7.1164431639516605,7.44004874005138,7.05301121597074,7.438104213478839,1132
C[C@@H](O)C[C@@H](C)O,7.198242806257579,7.480790735090141,7.11248934767696,7.177503910623721,1133
CC1(C)CC(=N)O1,6.92776612613541,6.687859275877821,6.661943139470219,6.707403863209571,1134
CC1(C)CC(=O)C1,4.38379039314875,4.25580185006624,4.23950412686317,4.27560249666258,1135
CC1(C)CC(=O)N1,6.11999302568051,5.99057751683444,5.94053847521334,5.9538032158838705,1136
CC1(C)CC(=O)O1,6.141549623854321,5.94970572342245,5.92400809454882,5.94050337250863,1137
CC1(O)CC(=O)C1,4.3755260191584595,4.24674861761894,4.23085960962885,4.271602421009581,1138
CC1(C)CC(O)C1,7.1596524165377495,7.494496300424471,7.0866279061813495,7.157904084152,1139
C[C@@]1(O)C[C@@H](O)C1,7.17421350825664,7.531550334556759,7.08160168867206,7.1612040105087305,1140
CC1CC(C)(C)C1,8.21669907501402,8.48123822787439,7.91063832053354,8.25500456138632,1141
C[C@H]1CC(C)(C)O1,7.0897003452424405,7.47581268175708,7.08145828459933,7.489304093381279,1142
C[C@H]1C[C@@](C)(O)C1,7.116996915921311,7.456347551710409,7.04317864905608,7.16020399159548,1143
CN1CC(C)(O)C1,6.16304227524048,6.43350371697921,5.97188083669553,6.38190355739748,1144
CC1(C)CC1(C)C,7.5027144150364595,7.727808196020421,7.18349150685968,7.5285042905527,1145
CC1(C)C[C@]1(C)O,6.99742785180339,7.34195872162012,6.84370412811663,6.9970038982069696,1146
CC1(C)OC1(C)C,7.402584902250151,7.914835678829291,7.47345699094565,7.975104301676461,1147
C[C@@]1(O)C[C@]1(C)O,6.690411977218011,6.8597117778063605,6.39597838141624,6.74850368814518,1148
C[C@@]12C[C@@](C)(C1)C2,8.76409119648974,9.1024279355521,8.44647675410785,8.77260482689487,1149
C[C@@]12C[C@@](C)(C1)O2,6.7873934032540095,7.510842459917761,7.022300158945351,7.48550429362492,1150
C[C@@]12C[C@@](O)(C1)C2,7.1651085741512395,7.69687536609318,7.16398283857461,7.17060391617929,1151
O[C@@]12C[C@@](O)(C1)C2,7.03990430141441,7.4962234079189995,6.985359596346891,7.070104056252589,1152
CC(C)(C#C)C#C,7.304578694927811,6.61039821902846,6.48531041107935,6.52940376201895,1153
CC(C)(C#C)C#N,7.33460375258441,6.64002626237365,6.52558355371334,6.54090357135034,1154
CC(C)(C#N)C#N,8.39950715829395,7.4894730761690695,7.38207349391193,7.468904251778961,1155
C[C@@](N)(C#C)C#N,7.093355924584101,6.4843490323526805,6.42101885500402,6.49380363293523,1156
CC(N)(C#N)C#N,7.18479955880961,6.540615402634931,6.55425838175156,6.91080390056876,1157
CC(O)(C#C)C#C,7.066422898195871,6.3448546934309995,6.204853406145951,6.2599034268929,1158
C[C@@](O)(C#C)C#N,7.13559509079584,6.41952712611084,6.29905192240622,6.33800340739078,1159
CC(O)(C#N)C#N,7.70879695210907,7.1228966193384995,7.095880870297311,7.280004080490909,1160
CC(C)(C=O)C#C,4.48242110207814,4.3060572223093905,4.28415204611439,4.3284024068262195,1161
CC(C)(C=O)C#N,4.47463918619212,4.31431941938776,4.29223682487128,4.32140227443347,1162
C[C@@](O)(C=O)C#C,4.4039499580979,4.20188300717572,4.17932121992285,4.24280242053596,1163
C[C@@](O)(C=O)C#N,4.36839119034066,4.16401317530141,4.15487803654312,4.19790225161601,1164
CC(C)(C=O)C=O,4.41562772997875,4.23876152778446,4.21295478120084,4.27140241722693,1165
CC(O)(C=O)C=O,4.11565715870846,3.8743780375992998,3.87265800506851,3.98620219333384,1166
CC(C)(CO)C#C,7.38531600421677,6.81735369778099,6.67442636876147,6.62700370315422,1167
CC(C)(CO)C#N,7.37861138761716,7.62489631768636,7.3037990883464605,7.30980409987778,1168
C[C@@](N)(CN)C#N,6.7812112455152,6.59252386736733,6.43605342506551,6.67210360374283,1169
C[C@@](N)(CO)C#N,7.27194596890504,7.15218125482831,6.98903912171967,7.1768040334414405,1170
C[C@@](O)(CN)C#N,7.0350848905375205,7.0320949020154,6.78262406135128,6.933803791345531,1171
C[C@@](O)(CO)C#C,7.1348190216963605,6.52968349520067,6.38788897672152,6.39030344415479,1172
C[C@@](O)(CO)C#N,7.37238786855187,7.10218466298965,6.93569226243613,7.210503990532991,1173
CCC(C)(C)C#C,7.40814228626792,6.84669248395481,6.71196150042808,6.65530383022821,1174
CCC(C)(C)C#N,8.62146509765715,7.8341563298202,7.734018109386211,7.726804367511311,1175
CC[C@@](C)(N)C#N,6.92806735632234,6.77185134060117,6.608665941368121,6.811703795006619,1176
CC[C@@](C)(O)C#C,7.189666045406771,6.61394576911609,6.47430993091961,6.44610368317217,1177
CC[C@@](C)(O)C#N,7.58090283258109,7.41805948063347,7.30126543498557,7.43650418321764,1178
CNC(C)(C)C#N,6.50192650765072,6.47648058421784,6.31710097124893,6.51020367099854,1179
COC(C)(C)C#C,7.229572378382239,6.64885853826107,6.490656634640881,6.493203621587281,1180
COC(C)(C)C#N,7.770309680118521,7.201305177101039,7.065297706847221,7.430904077303441,1181
CC(C)(CO)C=O,4.41827158950559,4.27708769482,4.2525411081240705,4.28580241746374,1182
C[C@@](O)(CO)C=O,4.31277898209037,4.1763647014215,4.1609249536289,4.1863023043363,1183
CCC(C)(C)C=O,4.44412650026544,4.31136072397449,4.2869352280041095,4.312102506711231,1184
CC[C@@](C)(O)C=O,4.37926758652096,4.24559349373139,4.2264500024209,4.25170245280689,1185
COC(C)(C)C=O,4.35526196243715,4.2348338344528,4.21595946387842,4.2340022540993605,1186
CC(C)(CO)CO,7.1519583934705,7.47370461467655,7.09731110142875,7.10170383756932,1187
CC(O)(CO)CO,7.39344350487009,7.5853652299031,7.18531113311081,7.33160396795865,1188
CCC(C)(C)CC,8.80070658287015,8.93672765882347,8.40099262856536,8.76690485514634,1189
CCC(C)(C)CO,7.16684411717946,7.52896824490565,7.146271211079499,7.12400385116381,1190
CCC(C)(C)OC,7.27748566551346,7.58945020512098,7.173807514183561,7.573504325306979,1191
CCC(C)(O)CC,7.09770648305622,7.44326812066707,7.054636824947,7.1996039204355595,1192
CC[C@@](C)(O)CO,7.35607245793945,7.52110714384854,7.13583808858891,7.3067041773037,1193
COC(C)(C)CO,7.2313539086747705,7.5739005232764205,7.176765121140869,7.16820387078749,1194
CC#CCC(=O)C,4.68127193775251,4.51526417221518,4.50446913811789,4.544502548326689,1195
CC#CCC(=O)N,5.88355562879542,5.78355945186421,5.72574039915502,5.76750309377027,1196
CC#CCC(C)C,7.330587077978019,6.61752270751464,6.53385200941348,6.55640372844872,1197
CC#CC[C@@H](C)O,7.351519990886751,6.64393082601616,6.56794653179053,6.56650378341555,1198
CC(=O)C#CC#C,3.9855863993744705,3.60940377446892,3.61987227177821,3.78800198220956,1199
CC(=O)C#CC#N,3.9591513415879405,3.5944062119100697,3.61576852069502,3.81480221697067,1200
NC(=O)C#CC#C,4.718435905936761,4.10792422334064,4.07531027318318,4.1843022665098,1201
NC(=O)C#CC#N,4.75231736305964,4.23434158024489,4.24063067878177,4.43210259938931,1202
CC(=O)C#CC=O,4.01985697950305,3.75234089959208,3.78096429808619,3.8939022163818002,1203
NC(=O)C#CC=O,3.9972064830894403,3.7189819013300003,3.74509532038035,3.86030212512458,1204
CC(=N)OCC#C,6.810834662922559,6.45805737863888,6.32004551673472,6.28770340845327,1205
CC(=N)OCC#N,6.80663539982888,6.55638005453159,6.55381592440382,6.59080356272255,1206
CC(=O)CCC#C,4.65604071225774,4.51275990716521,4.49864916409977,4.53800256144756,1207
CC(=O)CCC#N,4.68223494916312,4.54556814671153,4.5321717028698405,4.56380250518143,1208
CC(=O)NCC#C,5.9438220747306705,5.8252606487177205,5.80788970793809,5.8582033125751,1209
CC(=O)NCC#N,5.934463530386591,5.81935686359068,5.79963132045558,5.84160327072914,1210
CC(=O)OCC#C,6.111208369741339,5.92453681203139,5.9093942127158705,5.94510318739559,1211
CC(=O)OCC#N,6.13358375891106,5.95637197194947,5.94092542130712,5.96580344284287,1212
NC(=O)CCC#C,5.9097906827993,5.8210760797795,5.76473106855414,5.80260334945436,1213
NC(=O)CCC#N,5.94255266296732,5.85527754295462,5.7996454703830596,5.83340311564049,1214
NC(=O)NCC#C,6.858332704105039,6.57740521408293,6.43051998707886,6.41720354475023,1215
NC(=O)NCC#N,6.917302526877941,6.84043549486875,6.73659625205677,6.80730371178832,1216
NC(=O)OCC#C,7.04629544269754,6.433861546876059,6.290539652571041,6.26360336081493,1217
NC(=O)OCC#N,7.38121116467762,7.23190085779467,7.1541320400226205,7.195204109331249,1218
CC(=N)OCC=O,4.418589146531921,4.28774857672022,4.27030307670733,4.27610237006221,1219
CC(=O)CCC=O,4.4598851656543195,4.3090888442719795,4.3052180227642305,4.31150249536328,1220
CC(=O)CNC=O,4.8096017117784795,4.68161670617784,4.67540488801412,4.70540273427172,1221
CC(=O)COC=N,4.61607206517856,4.4262028959721205,4.420061011103829,4.488402439692329,1222
CC(=O)COC=O,4.6675930395892005,4.514071768711,4.49984238394592,4.54390253697874,1223
CC(=O)NCC=O,4.38391529347016,4.20995744560099,4.18986781394727,4.22640238247265,1224
CC(=O)OCC=O,4.42988867996667,4.29277098463365,4.2695065990586,4.28260235694134,1225
NC(=O)CCC=O,4.4584962958493595,4.31188236649332,4.30526673116844,4.31240237632821,1226
NC(=O)CNC=O,5.87983011615833,5.7291739334808405,5.706832286445881,5.72290306658129,1227
NC(=O)COC=N,5.758623197934599,5.6136490274823,5.55058905932571,5.65610316374614,1228
NC(=O)COC=O,5.83768428504516,5.7040738669292494,5.6474961982424405,5.71680308726746,1229
NC(=O)NCC=O,4.40105493735829,4.2331031894764,4.2117340778417,4.2454024697104105,1230
NC(=O)OCC=O,4.42326025528426,4.28428565408348,4.26029717318104,4.27660224346184,1231
CC(C)C#CC#C,5.51758027176876,4.769981914834481,4.72184739902939,4.73260270448414,1233
CC(C)C#CC#N,5.9807718892047905,5.146395836631529,5.099080111822349,5.11670275804273,1234
C[C@@H](O)C#CC#C,5.42902349486316,4.6615866674879305,4.606672703735979,4.62020248343277,1235
C[C@@H](O)C#CC#N,5.89431447173204,5.04548998263175,4.990732756538041,5.01040278841918,1236
